time,generation biomass,generation fossil brown coal/lignite,generation fossil gas,generation fossil hard coal,generation fossil oil,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind onshore,forecast solar day ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual,time__original_tz,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_3h,clouds_all,weather_id
2015-12-14 02:00:00,503.0,574.0,4058.0,4271.0,302.0,3261.0,492.0,341.0,6420.0,83.0,66.0,25.0,232.0,7931.0,18.0,7900.0,21492.0,21967.0,27.84,37.98,2015-12-14 03:00:00+01:00,282.1602,282.1602,282.1602,1020.2,81.4,2.4,181.4,0.06,0.0,0.0,19.8,740.2
2015-12-14 03:00:00,503.0,544.0,4001.0,4201.0,302.0,3364.0,485.0,281.0,6408.0,83.0,64.0,19.0,232.0,7987.0,20.0,7979.0,21517.0,21927.0,27.45,36.96,2015-12-14 04:00:00+01:00,280.42199999999997,280.15,280.75,1020.8,88.2,2.4,188.0,0.0,0.0,0.0,19.0,800.8
2015-12-14 04:00:00,509.0,554.0,4107.0,4363.0,301.0,3209.0,487.0,296.0,6405.0,84.0,64.0,19.0,232.0,7811.0,9.0,7808.0,22255.0,22812.0,29.65,39.2,2015-12-14 05:00:00+01:00,282.04319999999996,282.04319999999996,282.04319999999996,1019.8,82.0,2.6,177.8,0.06,0.0,0.0,20.4,740.4
2015-12-14 05:00:00,524.0,584.0,4253.0,4958.0,301.0,1874.0,492.0,705.0,6407.0,83.0,64.0,19.0,240.0,7688.0,6.0,7838.0,25209.0,25797.0,41.26,50.68,2015-12-14 06:00:00+01:00,281.498,279.95,283.55,1019.6,79.6,3.4,218.8,0.0,0.0,0.0,16.0,780.6
2015-12-14 06:00:00,529.0,899.0,5719.0,6651.0,311.0,149.0,551.0,1608.0,6403.0,85.0,65.0,24.0,244.0,7423.0,4.0,7482.0,30109.0,30797.0,53.46,60.39,2015-12-14 07:00:00+01:00,282.03599999999994,280.35,284.35,1019.6,79.0,2.2,96.0,0.0,0.0,0.0,16.0,780.6
2015-12-14 07:00:00,538.0,940.0,5624.0,7318.0,371.0,31.0,580.0,2015.0,6406.0,86.0,65.0,30.0,248.0,7298.0,58.0,7313.0,33415.0,33620.0,56.7,64.96,2015-12-14 08:00:00+01:00,281.56530000000004,281.56530000000004,281.56530000000004,1019.4,81.4,2.4,158.2,0.06,0.0,0.0,22.2,740.6
2015-12-14 08:00:00,537.0,962.0,5854.0,7518.0,388.0,0.0,614.0,1780.0,6407.0,90.0,66.0,166.0,252.0,7210.0,331.0,7248.0,34420.0,34518.0,60.47,67.91,2015-12-14 09:00:00+01:00,282.28999999999996,280.15,285.35,1020.4,82.4,2.8,154.0,0.0,0.0,0.0,23.0,801.0
2015-12-14 09:00:00,538.0,967.0,5899.0,7616.0,390.0,0.0,635.0,1752.0,6406.0,94.0,67.0,527.0,246.0,6789.0,684.0,7031.0,35045.0,34972.0,62.9,72.51,2015-12-14 10:00:00+01:00,283.926,283.926,283.926,1020.6,77.2,2.4,164.0,0.0,0.0,0.0,19.0,800.6
2015-12-14 10:00:00,531.0,970.0,6001.0,7723.0,386.0,0.0,637.0,1407.0,6406.0,92.0,68.0,923.0,242.0,6724.0,1009.0,6621.0,34925.0,34938.0,61.38,70.81,2015-12-14 11:00:00+01:00,285.562,283.75,288.35,1021.6,72.6,2.6,174.2,0.0,0.0,0.0,15.0,780.2
2015-12-14 11:00:00,536.0,960.0,5748.0,7723.0,387.0,0.0,635.0,1125.0,6408.0,92.0,68.0,1148.0,249.0,7083.0,1199.0,6882.0,34620.0,34717.0,60.47,69.95,2015-12-14 12:00:00+01:00,287.0312,287.0312,287.0312,1021.2,67.6,2.4,179.2,0.0,0.0,0.0,20.6,801.0
2015-12-14 12:00:00,535.0,927.0,5380.0,7672.0,385.0,0.0,629.0,725.0,6412.0,87.0,67.0,1319.0,253.0,7743.0,1337.0,7462.0,34319.0,34593.0,60.0,67.68,2015-12-14 13:00:00+01:00,288.38800000000003,286.55,290.95,1021.2,62.4,2.4,196.2,0.0,0.0,0.0,19.0,800.8
2015-12-14 13:00:00,530.0,910.0,5264.0,7593.0,389.0,0.0,620.0,563.0,6413.0,88.0,69.0,1291.0,250.0,8078.0,1240.0,7964.0,33183.0,33429.0,57.0,65.0,2015-12-14 14:00:00+01:00,289.25919999999996,289.25919999999996,289.25919999999996,1020.4,58.6,3.8,204.6,0.0,0.0,0.0,22.6,801.0
2015-12-14 14:00:00,527.0,841.0,5283.0,7272.0,393.0,29.0,619.0,608.0,6411.0,93.0,69.0,930.0,248.0,8030.0,952.0,8183.0,32644.0,32893.0,56.7,64.69,2015-12-14 15:00:00+01:00,290.018,288.55,291.95,1020.4,54.2,4.4,225.4,0.0,0.0,0.0,19.0,800.8
2015-12-14 15:00:00,526.0,908.0,5606.0,7593.0,393.0,84.0,632.0,872.0,6409.0,96.0,68.0,442.0,250.0,7390.0,519.0,7604.0,32604.0,32769.0,59.0,66.68,2015-12-14 16:00:00+01:00,289.452,289.452,289.452,1020.4,56.0,3.8,222.4,0.0,0.0,0.0,12.6,800.6
2015-12-14 16:00:00,531.0,953.0,6146.0,7684.0,380.0,0.0,681.0,1904.0,6413.0,94.0,67.0,76.0,248.0,7033.0,84.0,7100.0,33517.0,33784.0,63.44,72.47,2015-12-14 17:00:00+01:00,289.0393,288.5953,289.3953,1020.6,59.2,3.4,218.2,0.0,0.0,0.0,8.0,800.4
2015-12-14 17:00:00,533.0,976.0,7088.0,7745.0,389.0,0.0,678.0,3740.0,6434.0,89.0,76.0,38.0,251.0,6874.0,0.0,6866.0,35655.0,35808.0,69.81,81.78,2015-12-14 18:00:00+01:00,287.6319,286.6359,288.8359,1020.8,63.6,3.4,221.6,0.06,0.0,0.0,16.0,740.4
2015-12-14 18:00:00,533.0,968.0,6838.0,7758.0,396.0,0.0,682.0,4161.0,6448.0,93.0,74.0,33.0,252.0,6732.0,8.0,6853.0,35698.0,36254.0,68.9,80.75,2015-12-14 19:00:00+01:00,286.5383375,285.8283375,287.4283375,1021.6,66.6,2.0,168.8,0.0,0.0,0.0,16.8,800.8
2015-12-14 19:00:00,530.0,934.0,6893.0,7748.0,396.0,0.0,670.0,3797.0,6458.0,90.0,74.0,33.0,253.0,6918.0,6.0,6892.0,35750.0,36361.0,68.69,80.33,2015-12-14 20:00:00+01:00,286.1121,285.2181,287.2181,1022.0,69.2,2.4,187.2,0.06,0.0,0.0,22.4,740.6
2015-12-14 20:00:00,531.0,937.0,6342.0,7720.0,383.0,0.0,681.0,3084.0,6452.0,89.0,70.0,29.0,253.0,7019.0,1.0,7153.0,34934.0,35446.0,64.51,73.68,2015-12-14 21:00:00+01:00,284.63199999999995,282.75,287.15,1022.6,71.4,2.4,167.0,0.0,0.0,0.0,16.8,800.8
2015-12-14 21:00:00,525.0,931.0,5791.0,7509.0,381.0,0.0,650.0,1303.0,6437.0,86.0,69.0,30.0,249.0,7052.0,0.0,7004.0,32327.0,32896.0,56.7,64.74,2015-12-14 22:00:00+01:00,284.644,282.55,287.35,1022.8,71.6,2.2,133.0,0.06,0.0,0.0,19.0,740.2
2015-12-14 22:00:00,526.0,736.0,4760.0,6977.0,384.0,76.0,572.0,500.0,6435.0,86.0,70.0,26.0,241.0,7500.0,2.0,7353.0,29258.0,29866.0,47.13,55.18,2015-12-14 23:00:00+01:00,283.8,281.75,286.55,1023.2,75.8,1.8,142.8,0.0,0.0,0.0,22.0,801.0
2015-12-14 23:00:00,511.0,546.0,3964.0,6096.0,352.0,945.0,533.0,470.0,6440.0,86.0,69.0,19.0,234.0,7694.0,8.0,7721.0,27060.0,27662.0,42.16,49.99,2015-12-15 00:00:00+01:00,283.7686,283.7686,283.7686,1023.0,78.4,1.8,176.4,0.12,0.0,0.0,27.0,680.2
2015-12-15 00:00:00,498.0,523.0,3608.0,5195.0,336.0,2135.0,521.0,461.0,6436.0,86.0,70.0,19.0,230.0,7880.0,22.0,7808.0,25066.0,25374.0,39.01,47.48,2015-12-15 01:00:00+01:00,282.198,281.55,283.15,1024.6,87.0,1.8,224.8,0.0,0.0,0.0,32.4,801.6
2015-12-15 01:00:00,489.0,534.0,3704.0,4913.0,335.0,3211.0,528.0,338.0,6430.0,86.0,68.0,19.0,229.0,8097.0,19.0,8045.0,23908.0,24105.0,35.5,43.86,2015-12-15 02:00:00+01:00,283.1926,283.1926,283.1926,1022.8,82.6,2.6,225.4,0.12,0.0,0.0,31.0,680.2
2015-12-15 02:00:00,490.0,538.0,3624.0,4505.0,334.0,3624.0,540.0,244.0,6428.0,84.0,68.0,19.0,229.0,8124.0,11.0,8082.0,23468.0,23604.0,31.0,38.82,2015-12-15 03:00:00+01:00,282.64799999999997,282.55,282.75,1022.8,83.8,2.6,240.8,0.0,0.0,0.0,30.0,801.4
2015-12-15 03:00:00,490.0,515.0,3542.0,4151.0,329.0,3740.0,541.0,187.0,6424.0,85.0,67.0,19.0,227.0,8372.0,2.0,8241.0,23359.0,23465.0,29.11,37.26,2015-12-15 04:00:00+01:00,282.71099999999996,282.71099999999996,282.71099999999996,1023.0,80.4,2.4,203.4,0.0,0.0,0.0,19.0,800.8
2015-12-15 04:00:00,499.0,524.0,3666.0,4595.0,346.0,3634.0,548.0,347.0,6421.0,86.0,68.0,20.0,228.0,8493.0,2.0,8432.0,23981.0,24121.0,33.8,42.41,2015-12-15 05:00:00+01:00,282.774,280.95,285.15,1023.8,77.2,2.4,166.0,0.0,0.0,0.0,8.0,800.4
2015-12-15 05:00:00,509.0,542.0,3847.0,5280.0,348.0,2482.0,563.0,577.0,6419.0,87.0,68.0,25.0,229.0,8247.0,6.0,8308.0,26502.0,26696.0,40.59,49.37,2015-12-15 06:00:00+01:00,282.4729,282.4729,282.4729,1023.8,78.2,2.0,159.4,0.0,0.0,0.0,13.2,800.6
2015-12-15 06:00:00,515.0,761.0,4677.0,6873.0,366.0,186.0,708.0,784.0,6420.0,88.0,67.0,25.0,228.0,7966.0,111.0,8107.0,31223.0,31356.0,49.99,56.71,2015-12-15 07:00:00+01:00,282.63599999999997,280.35,285.55,1024.2,76.8,1.4,110.0,0.0,0.0,0.0,4.0,800.2
2015-12-15 07:00:00,514.0,931.0,4816.0,7623.0,392.0,0.0,733.0,1701.0,6429.0,89.0,65.0,48.0,235.0,7449.0,110.0,7626.0,33976.0,33941.0,55.03,63.55,2015-12-15 08:00:00+01:00,283.03599999999994,280.75,286.35,1025.0,78.4,2.0,138.0,0.0,0.0,0.0,4.0,780.2
2015-12-15 08:00:00,510.0,941.0,4622.0,7730.0,390.0,0.0,769.0,1803.0,6437.0,94.0,68.0,487.0,239.0,7333.0,682.0,7408.0,34541.0,34372.0,58.9,66.34,2015-12-15 09:00:00+01:00,283.56309999999996,283.56309999999996,283.56309999999996,1025.2,76.8,2.0,154.2,0.0,0.0,0.0,12.4,800.6
2015-12-15 09:00:00,519.0,942.0,4513.0,7648.0,391.0,0.0,772.0,1884.0,6443.0,93.0,72.0,1260.0,239.0,7159.0,1541.0,7243.0,34795.0,34667.0,59.56,68.71,2015-12-15 10:00:00+01:00,285.21999999999997,282.75,288.55,1026.2,71.6,2.6,172.0,0.0,0.0,0.0,8.0,780.4
2015-12-15 10:00:00,515.0,915.0,4543.0,7675.0,374.0,0.0,760.0,1779.0,6443.0,98.0,74.0,1895.0,236.0,7005.0,2239.0,7039.0,34575.0,34417.0,57.0,66.44,2015-12-15 11:00:00+01:00,286.5661,286.5661,286.5661,1026.2,66.0,2.4,163.2,0.0,0.0,0.0,13.6,800.6
2015-12-15 11:00:00,518.0,904.0,4229.0,7589.0,400.0,0.0,737.0,1167.0,6444.0,97.0,74.0,2287.0,237.0,7403.0,2471.0,7198.0,34332.0,33961.0,56.7,66.61,2015-12-15 12:00:00+01:00,289.04200000000003,287.55,291.15,1026.8,57.2,2.4,156.0,0.0,0.0,0.0,6.4,800.4
2015-12-15 12:00:00,509.0,848.0,4147.0,7321.0,403.0,76.0,630.0,762.0,6444.0,96.0,73.0,2438.0,239.0,7844.0,2484.0,7757.0,34029.0,33594.0,53.09,61.09,2015-12-15 13:00:00+01:00,289.952,289.952,289.952,1026.0,53.8,2.6,162.0,0.0,0.0,0.0,7.2,800.2
2015-12-15 13:00:00,507.0,758.0,4111.0,7100.0,404.0,90.0,612.0,631.0,6444.0,93.0,72.0,2337.0,243.0,7733.0,2326.0,7778.0,32899.0,32322.0,49.6,58.2,2015-12-15 14:00:00+01:00,290.86199999999997,289.95,291.95,1026.0,51.0,2.6,168.0,0.0,0.0,0.0,8.0,800.4
2015-12-15 14:00:00,512.0,779.0,4286.0,7389.0,392.0,130.0,610.0,707.0,6444.0,88.0,74.0,2025.0,248.0,7418.0,1780.0,7531.0,32477.0,31863.0,50.04,58.5,2015-12-15 15:00:00+01:00,290.80429999999996,290.80429999999996,290.80429999999996,1025.6,51.8,2.6,187.8,0.0,0.0086,0.0,13.2,800.8
2015-12-15 15:00:00,510.0,796.0,4429.0,7556.0,387.0,59.0,641.0,889.0,6442.0,87.0,75.0,1394.0,249.0,7035.0,1014.0,7198.0,32496.0,31932.0,50.96,59.63,2015-12-15 16:00:00+01:00,291.57800625,291.30200625,291.70200624999995,1025.6,49.6,3.0,188.6,0.0,0.0,0.0,5.2,800.2
2015-12-15 16:00:00,507.0,890.0,4713.0,7717.0,400.0,32.0,725.0,2150.0,6442.0,92.0,75.0,491.0,259.0,6832.0,373.0,6762.0,33681.0,33017.0,57.0,66.05,2015-12-15 17:00:00+01:00,290.99046250000004,290.2804625,291.88046249999996,1025.8,50.8,2.6,211.2,0.0,0.0,0.0,9.0,800.4
2015-12-15 17:00:00,512.0,958.0,4919.0,7761.0,411.0,4.0,770.0,4330.0,6443.0,93.0,75.0,61.0,261.0,6865.0,226.0,6857.0,35622.0,35382.0,62.9,74.23,2015-12-15 18:00:00+01:00,289.9841375,289.9841375,289.9841375,1026.0,53.4,2.2,189.2,0.0,0.0,0.0,9.2,800.4
2015-12-15 18:00:00,510.0,966.0,4918.0,7756.0,418.0,1.0,772.0,4686.0,6444.0,93.0,76.0,54.0,260.0,6893.0,153.0,6858.0,35900.0,35886.0,63.44,74.5,2015-12-15 19:00:00+01:00,289.002,287.55,290.75,1026.6,59.0,2.0,174.0,0.0,0.0,0.0,4.0,800.2
2015-12-15 19:00:00,514.0,955.0,4984.0,7715.0,422.0,0.0,774.0,4332.0,6445.0,93.0,79.0,54.0,260.0,7118.0,4.0,7006.0,36031.0,35967.0,64.16,75.06,2015-12-15 20:00:00+01:00,287.74089999999995,287.74089999999995,287.74089999999995,1026.8,60.6,1.8,138.8,0.0,0.0,0.0,6.8,800.4
2015-12-15 20:00:00,510.0,934.0,5106.0,7647.0,422.0,0.0,770.0,3854.0,6446.0,86.0,75.0,45.0,257.0,7019.0,12.0,7089.0,35159.0,35161.0,62.9,72.84,2015-12-15 21:00:00+01:00,286.504,284.75,288.95,1027.8,65.2,1.8,110.0,0.0,0.0,0.0,4.0,800.2
2015-12-15 21:00:00,511.0,912.0,5063.0,7495.0,423.0,0.0,730.0,1588.0,6446.0,85.0,75.0,42.0,251.0,7046.0,15.0,6968.0,32410.0,32707.0,56.2,65.43,2015-12-15 22:00:00+01:00,285.944,284.35,288.35,1028.6,63.6,2.0,188.4,0.0,0.0,0.0,4.0,800.2
2015-12-15 22:00:00,504.0,677.0,4693.0,6556.0,421.0,3.0,582.0,577.0,6446.0,86.0,75.0,29.0,245.0,7239.0,25.0,7143.0,29352.0,29442.0,47.0,55.66,2015-12-15 23:00:00+01:00,284.37399999999997,282.35,287.15,1029.2,71.2,0.8,102.0,0.0,0.0,0.0,4.0,800.2
2015-12-15 23:00:00,505.0,538.0,4073.0,5577.0,389.0,711.0,589.0,491.0,6446.0,86.0,71.0,29.0,243.0,7615.0,18.0,7360.0,27284.0,27111.0,44.08,52.54,2015-12-16 00:00:00+01:00,282.96729999999997,282.96729999999997,282.96729999999997,1029.0,76.2,1.2,170.4,0.0,0.008,0.0,6.4,800.4
2015-12-16 00:00:00,494.0,521.0,3830.0,4737.0,377.0,1811.0,527.0,444.0,6448.0,86.0,71.0,29.0,239.0,7595.0,8.0,7608.0,25182.0,25020.0,40.01,49.36,2015-12-16 01:00:00+01:00,283.17999999999995,282.35,284.55,1030.0,78.8,1.6,182.0,0.0,0.0,0.0,4.0,800.2
2015-12-16 01:00:00,493.0,530.0,3811.0,4494.0,373.0,2846.0,524.0,320.0,6448.0,86.0,70.0,26.0,236.0,7606.0,6.0,7508.0,23954.0,23884.0,38.5,46.61,2015-12-16 02:00:00+01:00,282.1253,282.1253,282.1253,1029.4,81.2,2.0,208.4,0.0,0.008,0.0,6.4,800.4
2015-12-16 02:00:00,490.0,559.0,3823.0,4569.0,369.0,3331.0,519.0,325.0,6448.0,85.0,71.0,24.0,235.0,7403.0,7.0,7448.0,23456.0,23267.0,38.16,46.92,2015-12-16 03:00:00+01:00,282.68999999999994,281.35,283.95,1030.2,81.2,2.4,177.8,0.0,0.0,0.0,4.0,800.2
2015-12-16 03:00:00,490.0,567.0,3944.0,4637.0,366.0,3207.0,515.0,364.0,6448.0,85.0,70.0,24.0,238.0,7142.0,0.0,7131.0,23316.0,23337.0,37.65,47.64,2015-12-16 04:00:00+01:00,282.847,282.847,282.847,1029.6,77.6,2.4,201.8,0.0,0.0,0.0,4.0,800.2
2015-12-16 04:00:00,491.0,530.0,4056.0,4583.0,375.0,2625.0,516.0,366.0,6449.0,86.0,69.0,24.0,239.0,6897.0,0.0,6857.0,23951.0,23995.0,38.34,47.82,2015-12-16 05:00:00+01:00,283.004,281.75,284.95,1029.4,74.4,2.6,226.0,0.0,0.0,0.0,4.0,780.4
2015-12-16 05:00:00,500.0,530.0,4111.0,5198.0,374.0,1080.0,519.0,604.0,6448.0,85.0,70.0,23.0,240.0,6687.0,2.0,6672.0,26421.0,26404.0,41.16,49.79,2015-12-16 06:00:00+01:00,282.3863,282.3863,282.3863,1029.2,74.4,2.2,188.0,0.0,0.0,0.0,4.8,800.2
2015-12-16 06:00:00,511.0,656.0,5362.0,6636.0,397.0,89.0,599.0,918.0,6447.0,86.0,72.0,26.0,245.0,6212.0,41.0,6301.0,30954.0,30841.0,56.7,63.68,2015-12-16 07:00:00+01:00,283.178,281.35,285.15,1029.4,71.0,2.8,152.0,0.0,0.0,0.0,4.0,800.2
2015-12-16 07:00:00,510.0,860.0,6011.0,7576.0,407.0,0.0,637.0,1844.0,6447.0,89.0,70.0,49.0,252.0,5946.0,85.0,5966.0,33319.0,33471.0,62.93,70.45,2015-12-16 08:00:00+01:00,282.946,281.35,285.15,1030.0,72.0,2.2,200.0,0.0,0.0,0.0,4.0,800.2
2015-12-16 08:00:00,510.0,905.0,6354.0,7636.0,402.0,34.0,727.0,2085.0,6448.0,94.0,72.0,547.0,259.0,5827.0,599.0,5825.0,33957.0,34079.0,63.64,71.6,2015-12-16 09:00:00+01:00,283.3624,283.3624,283.3624,1029.8,69.0,2.0,186.8,0.0,0.0,0.0,6.0,800.2
2015-12-16 09:00:00,493.0,864.0,6905.0,7537.0,411.0,0.0,727.0,1864.0,6449.0,95.0,78.0,1391.0,261.0,5436.0,1447.0,5510.0,34278.0,34234.0,64.7,74.62,2015-12-16 10:00:00+01:00,284.992,283.55,287.15,1031.0,68.6,2.2,221.8,0.0,0.0,0.0,0.0,800.0
2015-12-16 10:00:00,499.0,898.0,6540.0,7666.0,408.0,36.0,692.0,1822.0,6449.0,95.0,78.0,2067.0,261.0,4957.0,2146.0,4916.0,34040.0,33891.0,63.29,72.92,2015-12-16 11:00:00+01:00,286.55673125,286.55673125,286.55673125,1030.6,58.8,1.6,160.4,0.0,0.0,0.0,6.0,800.4
2015-12-16 11:00:00,503.0,860.0,6510.0,7555.0,410.0,36.0,665.0,1638.0,6452.0,92.0,78.0,2519.0,262.0,4811.0,2526.0,4698.0,33734.0,33527.0,62.21,71.9,2015-12-16 12:00:00+01:00,289.33466875,288.91866874999994,289.91866874999994,1031.0,51.8,1.8,147.2,0.0,0.0,0.0,4.0,800.2
2015-12-16 12:00:00,506.0,876.0,6619.0,7470.0,405.0,0.0,678.0,1422.0,6451.0,91.0,76.0,2592.0,237.0,4672.0,2569.0,4676.0,33615.0,33179.0,62.1,69.9,2015-12-16 13:00:00+01:00,290.628,289.996,291.396,1030.4,48.0,1.4,141.6,0.0,0.0,0.0,2.0,800.0
2015-12-16 13:00:00,508.0,840.0,6788.0,7295.0,409.0,91.0,724.0,981.0,6451.0,88.0,78.0,2381.0,209.0,4474.0,2336.0,4511.0,32540.0,32164.0,60.47,68.44,2015-12-16 14:00:00+01:00,291.77,290.95,292.55,1029.8,46.0,1.6,177.2,0.0,0.0,0.0,0.0,800.0
2015-12-16 14:00:00,507.0,901.0,6822.0,7544.0,403.0,24.0,721.0,1137.0,6466.0,87.0,77.0,1828.0,209.0,4273.0,1771.0,4282.0,32079.0,31684.0,61.61,69.49,2015-12-16 15:00:00+01:00,291.1606,291.1606,291.1606,1028.8,51.2,1.8,191.4,0.0,0.0,0.0,14.0,800.6
2015-12-16 15:00:00,516.0,945.0,7077.0,7639.0,412.0,0.0,725.0,1444.0,6504.0,84.0,80.0,926.0,209.0,4195.0,996.0,4117.0,32068.0,31705.0,62.93,70.64,2015-12-16 16:00:00+01:00,291.26800625,291.03000625,291.63000625,1029.0,51.2,1.8,109.0,0.0,0.0,0.0,0.0,800.0
2015-12-16 16:00:00,520.0,946.0,7574.0,7483.0,414.0,30.0,745.0,2427.0,6534.0,91.0,76.0,221.0,213.0,4153.0,318.0,4170.0,33064.0,32737.0,63.66,72.27,2015-12-16 17:00:00+01:00,289.9703,289.5223,290.5223,1028.6,59.4,1.8,168.6,0.0,0.0,0.0,7.2,800.2
2015-12-16 17:00:00,518.0,939.0,7620.0,7384.0,414.0,0.0,759.0,4371.0,6564.0,93.0,72.0,39.0,209.0,4137.0,85.0,4159.0,35041.0,34901.0,65.7,77.94,2015-12-16 18:00:00+01:00,288.356,287.55,289.35,1028.8,63.4,1.4,166.0,0.0,0.0,0.0,4.0,800.2
2015-12-16 18:00:00,521.0,940.0,7436.0,7386.0,429.0,0.0,778.0,4854.0,6595.0,92.0,78.0,34.0,212.0,4188.0,7.0,4202.0,35367.0,35352.0,65.98,77.94,2015-12-16 19:00:00+01:00,287.5,287.5,287.5,1028.8,66.8,1.2,160.0,0.0,0.0,0.0,4.4,800.2
2015-12-16 19:00:00,523.0,937.0,7396.0,7383.0,434.0,0.0,767.0,4595.0,6625.0,93.0,80.0,33.0,231.0,4300.0,0.0,4269.0,35408.0,35393.0,65.98,77.78,2015-12-16 20:00:00+01:00,286.644,285.55,287.95,1029.4,70.4,1.2,154.0,0.0,0.0,0.0,4.8,780.2
2015-12-16 20:00:00,522.0,941.0,7611.0,7406.0,428.0,29.0,746.0,3787.0,6655.0,93.0,78.0,24.0,248.0,4421.0,2.0,4443.0,34626.0,34593.0,63.94,73.32,2015-12-16 21:00:00+01:00,285.746,284.55,287.35,1027.8,73.6,1.4,210.0,0.0,0.0,0.0,4.8,780.2
2015-12-16 21:00:00,514.0,904.0,6700.0,7320.0,435.0,18.0,742.0,1670.0,6680.0,85.0,78.0,24.0,240.0,4625.0,1.0,4607.0,32074.0,32172.0,59.17,67.02,2015-12-16 22:00:00+01:00,285.12199999999996,284.15,286.35,1029.6,76.0,1.6,148.0,0.0,0.0,0.0,18.4,780.8
2015-12-16 22:00:00,521.0,874.0,5658.0,7112.0,431.0,50.0,686.0,874.0,6681.0,85.0,77.0,24.0,230.0,4851.0,1.0,4858.0,29156.0,29270.0,53.0,61.33,2015-12-16 23:00:00+01:00,284.03450000000004,284.03450000000004,284.03450000000004,1029.4,78.6,1.8,196.6,0.0,0.0,0.0,19.6,801.0
2015-12-16 23:00:00,517.0,775.0,4655.0,6677.0,397.0,480.0,622.0,426.0,6681.0,84.0,74.0,24.0,230.0,5167.0,1.0,5074.0,27039.0,27028.0,47.0,54.89,2015-12-17 00:00:00+01:00,284.15999999999997,282.55,286.15,1029.8,84.2,2.4,176.0,0.0,0.0,0.0,9.6,800.4
2015-12-17 00:00:00,514.0,590.0,4120.0,6063.0,385.0,1145.0,609.0,345.0,6680.0,83.0,74.0,24.0,236.0,5478.0,4.0,5452.0,24977.0,24970.0,42.49,51.03,2015-12-17 01:00:00+01:00,283.116,283.116,283.116,1029.2,86.4,1.8,193.4,0.0,0.0,0.0,5.6,800.4
2015-12-17 01:00:00,511.0,569.0,3800.0,5406.0,377.0,1384.0,606.0,326.0,6681.0,83.0,71.0,24.0,236.0,5444.0,2.0,5519.0,23695.0,23837.0,39.5,46.95,2015-12-17 02:00:00+01:00,282.072,281.35,282.75,1029.2,88.6,1.6,211.0,0.0,0.0,0.0,1.6,800.0
2015-12-17 02:00:00,513.0,548.0,3861.0,5318.0,383.0,1734.0,601.0,228.0,6692.0,83.0,72.0,24.0,234.0,5424.0,2.0,5475.0,23195.0,23369.0,38.25,45.73,2015-12-17 03:00:00+01:00,281.3673,281.3673,281.3673,1028.2,85.2,1.4,211.2,0.0,0.0,0.0,2.8,800.0
2015-12-17 03:00:00,511.0,552.0,3892.0,5373.0,383.0,2072.0,603.0,212.0,6692.0,84.0,71.0,24.0,233.0,5452.0,13.0,5413.0,23153.0,23162.0,38.18,46.14,2015-12-17 04:00:00+01:00,281.57599999999996,280.95,282.55,1028.6,84.8,1.6,193.4,0.0,0.0,0.0,1.6,800.0
2015-12-17 04:00:00,508.0,557.0,4137.0,5442.0,375.0,2071.0,595.0,254.0,6694.0,85.0,72.0,24.0,229.0,5642.0,13.0,5619.0,23844.0,23837.0,38.45,46.28,2015-12-17 05:00:00+01:00,281.0693,281.0693,281.0693,1027.6,79.4,1.2,189.8,0.0,0.0,0.0,2.0,800.0
2015-12-17 05:00:00,515.0,689.0,4486.0,6216.0,370.0,1089.0,606.0,557.0,6691.0,85.0,73.0,24.0,231.0,5459.0,7.0,5548.0,26227.0,26295.0,41.99,50.46,2015-12-17 06:00:00+01:00,281.476,279.75,283.95,1027.8,77.4,1.2,168.0,0.0,0.0,0.0,0.0,800.0
2015-12-17 06:00:00,516.0,742.0,5893.0,6745.0,388.0,3.0,624.0,1184.0,6689.0,85.0,72.0,33.0,244.0,5348.0,20.0,5340.0,30527.0,30694.0,55.1,62.03,2015-12-17 07:00:00+01:00,281.53999999999996,281.53999999999996,281.53999999999996,1027.8,78.2,1.6,173.0,0.0,0.0,0.0,6.4,800.2
2015-12-17 07:00:00,517.0,917.0,6436.0,7350.0,419.0,0.0,662.0,1722.0,6691.0,84.0,73.0,61.0,254.0,5250.0,84.0,5309.0,33048.0,33310.0,61.01,68.86,2015-12-17 08:00:00+01:00,281.604,279.55,284.75,1028.0,79.4,2.0,178.0,0.0,0.0,0.0,12.8,800.6
2015-12-17 08:00:00,517.0,932.0,6401.0,7303.0,409.0,1.0,680.0,2174.0,6693.0,88.0,74.0,533.0,246.0,5057.0,457.0,5119.0,33624.0,33845.0,63.44,71.48,2015-12-17 09:00:00+01:00,282.3451,282.3451,282.3451,1028.0,78.4,1.4,174.4,0.0,0.0,0.0,11.6,800.4
2015-12-17 09:00:00,514.0,879.0,6599.0,7376.0,417.0,26.0,706.0,2457.0,6694.0,92.0,73.0,1196.0,245.0,4691.0,1048.0,4859.0,33854.0,34087.0,63.85,73.25,2015-12-17 10:00:00+01:00,283.418,281.35,286.35,1028.8,73.0,1.8,132.2,0.0,0.0,0.0,8.8,800.4
