,generation biomass,generation fossil brown coal/lignite,generation fossil gas,generation fossil hard coal,generation fossil oil,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind onshore,forecast solar day ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual,time__original_tz,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_3h,clouds_all,weather_id,total_renewable_generation,total_fossil_generation,renewable_generation_ratio
2015-09-10 01:00:00,558.0,838.0,4667.0,6810.0,260.0,756.0,545.0,556.0,4946.0,86.0,72.0,62.0,261.0,1857.0,8.0,1848.0,21925.0,21926.0,46.58,59.68,2015-09-10 03:00:00+02:00,292.236,286.86199999999997,296.128,1014.2,63.8,1.2,156.0,0.0,0.0,0.0,12.0,800.6,9352.0,12922.0,0.4198617221873036
2015-09-10 02:00:00,560.0,839.0,4570.0,6920.0,260.0,699.0,551.0,537.0,4947.0,86.0,72.0,61.0,255.0,1611.0,21.0,1625.0,21811.0,21730.0,46.69,58.52,2015-09-10 04:00:00+02:00,291.716,286.03999999999996,295.328,1015.0,75.0,1.4,160.0,0.0,0.0,0.0,20.0,801.0,9038.0,12930.0,0.4114166059723234
2015-09-10 03:00:00,563.0,850.0,4640.0,6817.0,268.0,676.0,540.0,680.0,4947.0,85.0,70.0,62.0,246.0,1478.0,17.0,1484.0,22134.0,22043.0,47.63,59.64,2015-09-10 05:00:00+02:00,291.72999999999996,285.95,295.328,1014.8,75.0,1.2,159.6,0.0,0.0,0.0,20.0,801.0,9016.0,12906.0,0.4112763433993249
2015-09-10 04:00:00,561.0,796.0,5021.0,6962.0,270.0,527.0,546.0,1324.0,4952.0,86.0,73.0,62.0,253.0,1342.0,15.0,1358.0,24016.0,23763.0,50.54,65.44,2015-09-10 06:00:00+02:00,291.63,285.838,295.572,1014.8,72.4,1.4,199.6,0.0,0.0,0.0,23.0,801.0,9387.0,13388.0,0.4121624588364435
2015-09-10 05:00:00,556.0,908.0,5433.0,7044.0,286.0,302.0,553.0,2896.0,4963.0,86.0,75.0,62.0,259.0,1260.0,17.0,1225.0,27187.0,27014.0,59.6,64.47,2015-09-10 07:00:00+02:00,291.244,285.75,295.68399999999997,1013.6,67.0,1.4,226.4,0.0,0.0,0.0,23.0,801.0,10667.0,14016.0,0.43215978608759065
2015-09-10 06:00:00,565.0,917.0,6084.0,7091.0,304.0,195.0,574.0,4087.0,4966.0,86.0,72.0,152.0,271.0,1160.0,160.0,1158.0,28897.0,28514.0,61.04,67.58,2015-09-10 08:00:00+02:00,291.488,285.95,297.306,1013.6,67.0,1.4,106.0,0.06,0.0,0.0,23.0,740.8,11771.0,14753.0,0.4437867591615141
2015-09-10 07:00:00,557.0,943.0,6098.0,7107.0,292.0,79.0,586.0,4063.0,4967.0,86.0,74.0,1094.0,256.0,1015.0,857.0,1040.0,29628.0,29415.0,61.38,69.24,2015-09-10 09:00:00+02:00,291.496,286.304,296.396,1013.8,67.0,2.2,236.4,0.06,0.0,0.0,23.0,720.4,12435.0,14782.0,0.45688356541867214
2015-09-10 08:00:00,562.0,822.0,5763.0,7000.0,296.0,0.0,591.0,4265.0,4962.0,85.0,74.0,2317.0,249.0,752.0,1885.0,812.0,30296.0,30000.0,61.69,72.37,2015-09-10 10:00:00+02:00,292.93600000000004,287.77799999999996,297.616,1015.2,69.0,1.0,92.0,0.06,0.0,0.0,23.0,740.8,13523.0,14215.0,0.487526137428798
2015-09-10 09:00:00,555.0,772.0,5771.0,6994.0,310.0,0.0,600.0,4118.0,4962.0,85.0,71.0,3489.0,251.0,629.0,2930.0,658.0,30736.0,30209.0,61.04,72.82,2015-09-10 11:00:00+02:00,294.76666666666665,289.00333333333333,298.65000000000003,1015.1666666666666,68.66666666666667,1.8333333333333333,227.83333333333334,0.09999999999999999,0.0,0.0,16.666666666666668,667.1666666666666,14424.0,14183.0,0.5042122557416017
2015-09-10 10:00:00,559.0,798.0,5705.0,6970.0,313.0,0.0,614.0,3866.0,4959.0,83.0,72.0,3893.0,257.0,579.0,3653.0,602.0,30995.0,30306.0,60.73,73.41,2015-09-10 12:00:00+02:00,296.336,289.818,300.86199999999997,1015.4,57.4,1.0,162.8,0.06,0.0,0.0,20.0,740.8,14542.0,14126.0,0.5072554764894656
2015-09-10 11:00:00,561.0,796.0,5801.0,7016.0,309.0,141.0,610.0,3685.0,4959.0,83.0,73.0,3883.0,257.0,712.0,4305.0,643.0,30927.0,30316.0,60.01,73.11,2015-09-10 13:00:00+02:00,296.242,290.318,300.194,1013.8,58.0,3.2,240.0,0.18,0.0,0.0,42.0,745.4,14624.0,14262.0,0.5062660112165063
2015-09-10 12:00:00,561.0,866.0,5937.0,7099.0,309.0,345.0,622.0,2301.0,4957.0,82.0,73.0,3735.0,258.0,946.0,4217.0,893.0,29747.0,29212.0,58.0,69.13,2015-09-10 14:00:00+02:00,296.07666666666665,290.5933333333333,300.2416666666667,1015.0,61.333333333333336,3.3333333333333335,245.0,0.3,0.0,0.0,44.166666666666664,651.1666666666666,13540.0,14551.0,0.4820049126054608
2015-09-10 13:00:00,559.0,898.0,6212.0,7088.0,305.0,387.0,615.0,1731.0,4929.0,83.0,74.0,3612.0,254.0,1187.0,3981.0,1170.0,28621.0,28465.0,55.0,66.91,2015-09-10 15:00:00+02:00,297.806,291.596,301.78599999999994,1012.8,57.2,3.8,246.0,0.18,0.0,0.0,38.0,741.2,13094.0,14840.0,0.4687477625832319
2015-09-10 14:00:00,571.0,856.0,6114.0,7119.0,303.0,387.0,604.0,1629.0,4934.0,82.0,75.0,3378.0,255.0,1326.0,3484.0,1343.0,28178.0,28212.0,55.6,66.82,2015-09-10 16:00:00+02:00,298.538,292.21799999999996,302.05,1014.2,54.8,3.4,256.0,0.06,0.0,0.0,27.0,741.0,12904.0,14729.0,0.4669778887561973
2015-09-10 15:00:00,568.0,828.0,6017.0,7165.0,303.0,318.0,601.0,1866.0,4945.0,83.0,73.0,2769.0,260.0,1324.0,2768.0,1368.0,28096.0,28081.0,56.8,67.28,2015-09-10 17:00:00+02:00,298.176,292.304,301.128,1012.4,62.2,3.8,216.0,0.0,0.0,0.0,27.0,801.2,12464.0,14656.0,0.45958702064896756
2015-09-10 16:00:00,570.0,732.0,5920.0,7004.0,310.0,2.0,609.0,2496.0,4949.0,83.0,77.0,1809.0,262.0,1237.0,1825.0,1334.0,27920.0,27792.0,59.59,67.51,2015-09-10 18:00:00+02:00,297.5,291.684,300.15,1012.6,61.8,4.6,148.0,0.0,0.0,0.0,27.0,801.2,11749.0,14311.0,0.45084420567920186
2015-09-10 17:00:00,571.0,838.0,6009.0,7191.0,317.0,0.0,622.0,4053.0,4952.0,83.0,78.0,606.0,264.0,1008.0,846.0,1115.0,28535.0,28461.0,60.5,68.05,2015-09-10 19:00:00+02:00,297.236,291.06,300.462,1012.8,56.4,4.2,152.0,0.0,0.0,0.0,23.0,801.0,11890.0,14702.0,0.44712695547533093
2015-09-10 18:00:00,576.0,870.0,6444.0,7433.0,342.0,0.0,618.0,5301.0,4951.0,84.0,77.0,157.0,261.0,1117.0,329.0,1073.0,30828.0,30753.0,63.5,72.1,2015-09-10 20:00:00+02:00,296.42400000000004,290.36199999999997,299.572,1012.8,57.0,3.2,154.0,0.0,0.0,0.0,23.0,801.0,12797.0,15434.0,0.45329602210336156
2015-09-10 19:00:00,576.0,924.0,6395.0,7453.0,342.0,0.0,606.0,4812.0,4952.0,84.0,75.0,71.0,263.0,1390.0,84.0,1342.0,30212.0,30188.0,61.69,74.26,2015-09-10 21:00:00+02:00,295.236,288.638,298.88399999999996,1014.0,62.6,3.0,188.0,0.0,0.0,0.0,30.0,801.2,12482.0,15461.0,0.44669505779622803
2015-09-10 20:00:00,567.0,881.0,6099.0,7366.0,341.0,115.0,592.0,2632.0,4954.0,85.0,75.0,60.0,266.0,1667.0,61.0,1704.0,27435.0,27820.0,59.0,69.03,2015-09-10 22:00:00+02:00,294.36199999999997,288.216,298.284,1014.4,62.4,2.6,106.6,0.06,0.0,0.0,16.0,740.4,10662.0,15038.0,0.414863813229572
2015-09-10 21:00:00,569.0,864.0,5625.0,7071.0,324.0,389.0,580.0,1656.0,4954.0,86.0,73.0,53.0,263.0,1923.0,96.0,1918.0,25374.0,25744.0,52.62,65.66,2015-09-10 23:00:00+02:00,293.338,286.704,297.772,1015.2,69.0,1.8,110.0,0.0,0.0,0.0,16.0,800.8,10197.0,14233.0,0.417396643471142
2015-09-10 22:00:00,556.0,28.0,5330.0,4891.0,295.0,1.0,637.0,1583.0,5040.0,50.0,67.0,84.0,279.0,2784.0,63.0,2874.0,22307.0,22379.0,56.7,65.4,2015-09-11 00:00:00+02:00,292.44,286.084,296.59399999999994,1015.0,71.8,1.4,116.0,0.0,0.0,0.0,24.0,801.2,10752.0,10873.0,0.49720231213872834
2015-09-10 23:00:00,559.0,102.0,4773.0,4970.0,285.0,1.0,624.0,1131.0,5040.0,50.0,67.0,60.0,274.0,2480.0,26.0,2434.0,21044.0,21041.0,54.61,65.27,2015-09-11 01:00:00+02:00,291.956,285.662,296.37199999999996,1015.0,75.4,1.8,205.6,0.0,0.0,0.0,30.0,801.2,9962.0,10454.0,0.4879506269592476
2015-09-11 00:00:00,557.0,220.0,4830.0,4666.0,285.0,274.0,613.0,829.0,5040.0,50.0,66.0,60.0,272.0,2248.0,13.0,2267.0,20410.0,20254.0,50.07,63.56,2015-09-11 02:00:00+02:00,291.248,285.46,295.17199999999997,1013.6,67.2,1.6,168.0,0.0,0.0,0.0,30.0,801.2,9687.0,10323.0,0.4841079460269865
2015-09-11 01:00:00,558.0,270.0,4704.0,4723.0,300.0,383.0,599.0,848.0,5040.0,51.0,66.0,60.0,274.0,1889.0,9.0,1979.0,20114.0,19866.0,46.85,62.56,2015-09-11 03:00:00+02:00,291.53000000000003,285.37199999999996,295.26,1015.0,75.0,1.8,193.6,0.0,0.0,0.0,30.0,801.2,9443.0,10322.0,0.4777637237541108
2015-09-11 02:00:00,562.0,304.0,4831.0,5058.0,300.0,416.0,604.0,831.0,5040.0,50.0,66.0,60.0,272.0,1622.0,7.0,1644.0,20215.0,20027.0,46.0,62.17,2015-09-11 04:00:00+02:00,290.884,285.262,294.86,1014.4,70.6,1.6,184.0,0.0,0.0,0.0,30.0,801.2,9201.0,10815.0,0.45968225419664266
2015-09-11 03:00:00,557.0,374.0,4893.0,5481.0,295.0,317.0,606.0,990.0,5040.0,50.0,65.0,69.0,249.0,1505.0,8.0,1465.0,21063.0,20545.0,47.44,61.89,2015-09-11 05:00:00+02:00,290.49,285.17199999999997,294.15,1014.4,75.2,1.2,198.8,0.0,0.0,0.0,34.0,701.0,9149.0,11342.0,0.4464887023571324
2015-09-11 04:00:00,561.0,536.0,5071.0,5946.0,300.0,2.0,643.0,1357.0,5039.0,50.0,66.0,75.0,250.0,1522.0,17.0,1485.0,23505.0,22936.0,56.6,65.07,2015-09-11 06:00:00+02:00,290.43,284.662,294.506,1014.2,77.0,1.4,160.0,0.0,0.0,0.0,38.0,701.2,9265.0,12153.0,0.4325800728359324
2015-09-11 05:00:00,560.0,677.0,6024.0,6932.0,316.0,1.0,718.0,2277.0,5037.0,50.0,66.0,77.0,252.0,1527.0,45.0,1454.0,27179.0,26236.0,58.8,64.84,2015-09-11 07:00:00+02:00,290.294,284.55,294.35,1014.0,77.2,1.4,252.4,0.0,0.0,0.0,38.0,801.6,10263.0,14251.0,0.4186587256261728
2015-09-11 06:00:00,564.0,785.0,5927.0,7328.0,367.0,1.0,764.0,2622.0,5037.0,55.0,68.0,399.0,256.0,1670.0,412.0,1589.0,29448.0,28236.0,59.59,66.58,2015-09-11 08:00:00+02:00,290.15,284.23999999999995,294.35,1014.0,78.8,1.2,166.0,0.0,0.0,0.0,27.0,781.2,11125.0,14718.0,0.43048407692605345
2015-09-11 07:00:00,564.0,898.0,5731.0,7433.0,401.0,1.0,759.0,3313.0,5038.0,68.0,68.0,1464.0,242.0,1718.0,1420.0,1707.0,30476.0,29375.0,62.0,68.28,2015-09-11 09:00:00+02:00,289.75166666666667,284.63166666666666,293.89,1014.6666666666666,81.83333333333333,1.5,183.33333333333334,0.0,0.0,0.0,16.666666666666668,774.1666666666666,12925.0,14773.0,0.46664019062748213
2015-09-11 08:00:00,558.0,906.0,5409.0,7464.0,407.0,1.0,762.0,3235.0,5037.0,82.0,67.0,2726.0,231.0,1674.0,2792.0,1703.0,31088.0,29800.0,61.0,68.9,2015-09-11 10:00:00+02:00,292.62399999999997,286.396,297.596,1014.8,75.6,1.4,132.0,0.18,0.0,0.0,27.0,728.8,14060.0,14499.0,0.4923141566581463
2015-09-11 09:00:00,554.0,898.0,5401.0,7603.0,403.0,1.0,778.0,3295.0,5037.0,85.0,68.0,3729.0,237.0,1514.0,3794.0,1556.0,31082.0,30231.0,59.59,68.85,2015-09-11 11:00:00+02:00,294.384,288.462,299.216,1015.0,67.2,0.8,136.0,0.0,0.0,0.0,23.0,781.2,14976.0,14627.0,0.5058946728372125
2015-09-11 10:00:00,551.0,884.0,5727.0,7513.0,391.0,1.0,758.0,3156.0,5038.0,87.0,68.0,4010.0,248.0,1439.0,4162.0,1397.0,31210.0,30480.0,60.01,69.54,2015-09-11 12:00:00+02:00,296.88800000000003,290.216,301.972,1015.0,60.8,1.0,193.6,0.0,0.0,0.0,19.0,800.8,15021.0,14850.0,0.5028623079240735
2015-09-11 11:00:00,564.0,930.0,5774.0,7411.0,395.0,1.0,757.0,3081.0,5038.0,88.0,68.0,4052.0,250.0,1342.0,4263.0,1355.0,31113.0,30329.0,59.59,68.61,2015-09-11 13:00:00+02:00,298.32,291.596,303.106,1014.8,55.0,1.8,68.0,0.0,0.0,0.0,16.0,800.8,14903.0,14848.0,0.5009243386776915
2015-09-11 12:00:00,562.0,928.0,5691.0,7494.0,398.0,1.0,742.0,2490.0,5039.0,86.0,69.0,3985.0,252.0,1299.0,4115.0,1298.0,29956.0,29436.0,58.63,66.41,2015-09-11 14:00:00+02:00,299.206,292.15,304.03999999999996,1014.4,54.0,2.6,116.0,0.0,0.0,0.0,16.0,800.8,14187.0,14849.0,0.4886003581760573
2015-09-11 13:00:00,562.0,908.0,5718.0,7494.0,392.0,1.0,750.0,2364.0,5039.0,86.0,71.0,3834.0,256.0,1146.0,3583.0,1220.0,29088.0,28732.0,58.1,58.21,2015-09-11 15:00:00+02:00,300.01599999999996,292.63800000000003,304.72799999999995,1013.6,52.8,3.2,122.0,0.0,0.0,0.0,34.0,801.4,13767.0,14854.0,0.4810104468746724
2015-09-11 14:00:00,557.0,898.0,5854.0,7482.0,392.0,1.0,755.0,2823.0,5038.0,86.0,69.0,3199.0,256.0,948.0,2753.0,1033.0,28770.0,28527.0,58.69,57.34,2015-09-11 16:00:00+02:00,299.584,292.75,304.772,1013.6,53.0,3.6,182.0,0.0,0.0,0.0,16.0,800.8,13390.0,14968.0,0.4721771634106778
2015-09-11 15:00:00,560.0,921.0,6331.0,7566.0,403.0,1.0,811.0,3852.0,5037.0,87.0,69.0,1620.0,257.0,760.0,1414.0,810.0,29097.0,28924.0,60.83,57.39,2015-09-11 17:00:00+02:00,299.942,292.828,304.17199999999997,1013.0,51.6,3.8,184.0,0.0,0.0,0.0,16.0,800.8,12710.0,15565.0,0.44951370468611845
2015-09-11 16:00:00,562.0,922.0,7091.0,7647.0,407.0,1.0,815.0,5303.0,5038.0,87.0,70.0,624.0,256.0,921.0,567.0,838.0,31401.0,31207.0,65.0,56.76,2015-09-11 18:00:00+02:00,299.346,292.84,302.818,1012.8,50.8,4.4,178.0,0.0,0.0,0.0,23.0,801.0,13334.0,16410.0,0.44829209252286173
2015-09-11 17:00:00,558.0,920.0,7464.0,7645.0,396.0,1.0,833.0,5924.0,5041.0,87.0,70.0,437.0,257.0,1033.0,283.0,1030.0,32493.0,32218.0,67.48,57.27,2015-09-11 19:00:00+02:00,298.522,291.794,301.86,1012.4,56.4,4.4,186.0,0.0,0.0,0.0,12.0,800.6,13897.0,16769.0,0.4531728950629362
2015-09-11 18:00:00,560.0,941.0,7331.0,7693.0,408.0,1.0,832.0,6071.0,5042.0,87.0,71.0,244.0,254.0,1116.0,111.0,1094.0,32341.0,32238.0,67.48,62.81,2015-09-11 20:00:00+02:00,297.526,290.752,301.128,1012.8,58.2,3.8,190.0,0.0,0.0,0.0,12.0,800.6,13937.0,16714.0,0.4546996835339793
2015-09-11 19:00:00,563.0,937.0,6960.0,7711.0,415.0,1.0,810.0,5510.0,5044.0,87.0,71.0,135.0,256.0,1227.0,201.0,1222.0,31533.0,31215.0,65.19,68.74,2015-09-11 21:00:00+02:00,296.662,289.906,300.216,1013.0,61.4,2.8,188.0,0.0,0.0,0.0,19.0,800.8,13361.0,16366.0,0.44945672284455207
2015-09-11 20:00:00,565.0,936.0,6106.0,7750.0,417.0,183.0,796.0,4218.0,5041.0,87.0,70.0,101.0,254.0,1361.0,91.0,1318.0,28615.0,28391.0,59.5,63.29,2015-09-11 22:00:00+02:00,295.45799999999997,289.19399999999996,299.35,1013.6,63.4,2.0,116.0,0.0,0.0,0.0,23.0,801.0,12335.0,15550.0,0.4423525192755962
2015-09-11 21:00:00,559.0,934.0,5539.0,7750.0,417.0,380.0,720.0,2460.0,5040.0,87.0,69.0,87.0,250.0,1686.0,55.0,1575.0,25887.0,25703.0,56.69,57.95,2015-09-11 23:00:00+02:00,294.904,288.282,299.216,1014.0,66.0,1.6,108.0,0.0,0.0,0.0,30.0,801.2,11001.0,14977.0,0.423473708522596
2015-09-11 22:00:00,528.0,847.0,5994.0,6510.0,360.0,282.0,552.0,776.0,6089.0,88.0,71.0,13.0,258.0,3003.0,7.0,3052.0,24607.0,24536.0,56.7,57.58,2015-09-12 00:00:00+02:00,294.08000000000004,287.43999999999994,298.616,1014.2,70.0,1.8,171.2,0.0,0.0,0.0,23.0,801.0,11314.0,14057.0,0.4459422174924126
2015-09-11 23:00:00,545.0,646.0,4897.0,6043.0,354.0,1084.0,529.0,428.0,6089.0,88.0,69.0,13.0,256.0,3170.0,3.0,3219.0,22820.0,22816.0,47.34,56.18,2015-09-12 01:00:00+02:00,293.448,287.572,297.59399999999994,1014.2,73.2,1.0,68.0,0.0,0.0,0.0,12.0,800.6,11927.0,12284.0,0.4926273181611664
2015-09-12 00:00:00,547.0,590.0,4785.0,5532.0,355.0,1606.0,528.0,278.0,6089.0,88.0,68.0,13.0,252.0,3095.0,4.0,3241.0,21698.0,21857.0,44.34,53.32,2015-09-12 02:00:00+02:00,292.894,287.01599999999996,297.084,1014.2,74.4,1.4,174.0,0.0,0.0,0.0,23.0,801.0,12224.0,11602.0,0.5130529673465961
2015-09-12 01:00:00,544.0,576.0,4574.0,5538.0,354.0,2215.0,529.0,231.0,6089.0,89.0,68.0,13.0,253.0,3294.0,5.0,3240.0,21351.0,21376.0,42.0,55.02,2015-09-12 03:00:00+02:00,292.546,287.35,296.48400000000004,1014.2,76.4,1.0,197.0,0.0,0.0,0.0,31.0,801.4,12983.0,11384.0,0.5328107686625354
2015-09-12 02:00:00,548.0,556.0,4458.0,5358.0,346.0,2751.0,527.0,175.0,6090.0,89.0,67.0,13.0,253.0,3544.0,0.0,3577.0,21407.0,21356.0,41.0,52.52,2015-09-12 04:00:00+02:00,292.252,286.818,296.17199999999997,1012.6,70.0,1.6,230.0,0.0,0.0,0.0,48.4,802.2,13715.0,11060.0,0.5535822401614531
2015-09-12 03:00:00,546.0,540.0,4649.0,5542.0,355.0,2748.0,527.0,263.0,6091.0,89.0,68.0,13.0,254.0,3832.0,0.0,3770.0,22152.0,22113.0,41.5,54.4,2015-09-12 05:00:00+02:00,292.108,286.928,295.772,1012.4,67.4,1.6,228.0,0.0,0.0,0.0,59.4,802.6,14088.0,11429.0,0.5521025198887016
2015-09-12 04:00:00,550.0,547.0,5246.0,6102.0,367.0,1680.0,535.0,521.0,6089.0,90.0,68.0,13.0,250.0,4392.0,2.0,4275.0,25394.0,25125.0,46.58,56.18,2015-09-12 06:00:00+02:00,292.008,286.396,296.306,1012.4,67.8,1.6,150.0,0.0,0.0,0.0,48.4,802.2,13848.0,12602.0,0.5235538752362949
2015-09-12 05:00:00,555.0,772.0,7195.0,6871.0,397.0,155.0,690.0,1254.0,6089.0,89.0,66.0,16.0,255.0,4615.0,14.0,4663.0,30589.0,29983.0,63.29,56.78,2015-09-12 07:00:00+02:00,292.182,286.39399999999995,296.306,1013.4,80.2,1.4,188.0,0.0,0.0,0.0,38.0,801.6,13440.0,15579.0,0.4631448361418381
2015-09-12 06:00:00,545.0,952.0,8403.0,7010.0,420.0,1.0,745.0,2478.0,6086.0,89.0,66.0,47.0,256.0,4653.0,73.0,4636.0,34030.0,32719.0,65.69,60.67,2015-09-12 08:00:00+02:00,292.092,286.106,296.506,1013.6,81.4,1.6,233.8,0.06,0.0,0.0,38.0,741.0,14621.0,17130.0,0.4604894334036723
2015-09-12 07:00:00,535.0,946.0,8520.0,7082.0,417.0,2.0,776.0,2549.0,6074.0,89.0,60.0,485.0,257.0,4420.0,629.0,4557.0,34989.0,33521.0,66.8,64.97,2015-09-12 09:00:00+02:00,292.964,287.416,297.15,1013.8,80.6,1.2,229.8,0.0,0.0,0.0,38.0,801.6,14901.0,17311.0,0.4625915807773501
2015-09-12 08:00:00,505.0,845.0,8568.0,6547.0,398.0,1.0,727.0,2676.0,5613.0,80.0,55.0,1030.0,239.0,3572.0,1318.0,3928.0,35319.0,31364.0,67.09,64.63,2015-09-12 10:00:00+02:00,294.62,288.55,299.39399999999995,1014.2,77.4,1.0,156.4,0.0,0.0,0.0,27.0,801.2,14179.0,16677.0,0.4595216489499611
2015-09-12 09:00:00,540.0,899.0,8751.0,6959.0,416.0,2.0,736.0,2579.0,6059.0,93.0,62.0,1607.0,260.0,3506.0,1807.0,3520.0,34870.0,33573.0,65.98,65.89,2015-09-12 11:00:00+02:00,295.844,289.86199999999997,301.17199999999997,1015.0,68.6,1.8,54.0,0.0,0.0,0.0,27.0,801.2,15091.0,17378.0,0.4647817918630078
2015-09-12 10:00:00,540.0,898.0,8879.0,6909.0,425.0,2.0,647.0,2080.0,6058.0,98.0,65.0,1861.0,258.0,3048.0,1924.0,3211.0,34323.0,33352.0,65.65,64.47,2015-09-12 12:00:00+02:00,296.65,290.654,301.43999999999994,1015.0,64.4,1.8,104.0,0.0,0.0,0.0,31.0,801.4,14301.0,17467.0,0.45016998237219846
2015-09-12 11:00:00,520.0,906.0,9016.0,6965.0,406.0,7.0,731.0,2250.0,6073.0,91.0,62.0,1831.0,257.0,2787.0,1876.0,2869.0,34016.0,33219.0,65.1,63.46,2015-09-12 13:00:00+02:00,297.446,291.082,301.416,1015.0,60.2,1.8,106.0,0.0,0.0,0.0,39.0,801.8,14261.0,17641.0,0.4470252648736756
2015-09-12 12:00:00,530.0,907.0,8889.0,7009.0,427.0,3.0,729.0,1857.0,6081.0,91.0,63.0,1605.0,259.0,2810.0,1640.0,2728.0,32767.0,32216.0,63.89,62.97,2015-09-12 14:00:00+02:00,297.77000000000004,291.746,301.904,1014.4,60.6,2.8,132.0,0.0,0.0,0.0,35.0,801.6,13678.0,17582.0,0.43755598208573254
2015-09-12 13:00:00,537.0,962.0,9317.0,7096.0,428.0,2.0,735.0,2054.0,6082.0,93.0,66.0,1175.0,258.0,2824.0,1187.0,2858.0,32234.0,31823.0,63.89,56.71,2015-09-12 15:00:00+02:00,297.72333333333336,292.02,301.72499999999997,1014.0,60.5,3.6666666666666665,130.0,0.09999999999999999,0.0,0.0,39.166666666666664,653.0,13475.0,18154.0,0.42603307091593157
2015-09-12 14:00:00,534.0,968.0,9977.0,7127.0,428.0,2.0,768.0,2713.0,6084.0,92.0,67.0,588.0,256.0,2769.0,639.0,2777.0,32380.0,31934.0,65.1,54.18,2015-09-12 16:00:00+02:00,298.01599999999996,291.63800000000003,303.018,1013.6,59.2,2.4,116.0,0.06,0.0,0.0,35.0,745.2,13525.0,18848.0,0.41778642696073887
2015-09-12 15:00:00,536.0,969.0,10426.0,7145.0,426.0,1.0,816.0,4597.0,6083.0,91.0,75.0,103.0,260.0,2793.0,86.0,2810.0,33640.0,32963.0,69.18,53.8,2015-09-12 17:00:00+02:00,297.918,291.396,302.216,1013.0,57.6,3.2,130.0,0.0,0.0,0.0,31.0,801.4,15004.0,19317.0,0.4371667492205938
2015-09-12 16:00:00,543.0,973.0,10853.0,7151.0,413.0,8.0,848.0,5946.0,6082.0,93.0,79.0,35.0,262.0,2892.0,24.0,2870.0,35355.0,35087.0,73.54,56.33,2015-09-12 18:00:00+02:00,297.72200000000004,291.596,301.46,1012.4,58.6,2.6,140.0,0.0,0.0,0.0,31.0,701.2,16433.0,19745.0,0.4542263253911217
2015-09-12 17:00:00,541.0,959.0,10842.0,7065.0,419.0,9.0,844.0,5115.0,6084.0,92.0,79.0,24.0,261.0,3091.0,2.0,3061.0,35475.0,35394.0,69.99,57.74,2015-09-12 19:00:00+02:00,296.9633333333333,291.03833333333336,299.81666666666666,1012.5,61.833333333333336,2.6666666666666665,140.0,0.09999999999999999,0.0,0.0,29.166666666666668,667.5,15787.0,19638.0,0.4456457304163726
2015-09-12 18:00:00,539.0,959.0,10633.0,7031.0,431.0,1.0,834.0,4367.0,6085.0,97.0,78.0,21.0,253.0,3124.0,0.0,3213.0,35433.0,35373.0,69.99,62.9,2015-09-12 20:00:00+02:00,295.686,289.59399999999994,299.83799999999997,1012.4,59.0,2.8,108.0,0.18,0.0,0.0,27.0,741.0,15049.0,19404.0,0.4367979566365774
2015-09-12 19:00:00,539.0,969.0,9544.0,7100.0,430.0,1.0,804.0,4093.0,6085.0,92.0,78.0,13.0,261.0,3257.0,2.0,3217.0,34714.0,34495.0,67.48,68.23,2015-09-12 21:00:00+02:00,295.386,288.65999999999997,298.95,1012.0,62.8,2.4,106.0,0.0,0.0,0.0,27.0,801.2,14870.0,18396.0,0.4470029459508207
2015-09-12 20:00:00,538.0,961.0,8697.0,7103.0,432.0,1.0,758.0,2678.0,6085.0,88.0,78.0,13.0,262.0,3337.0,5.0,3337.0,32299.0,31834.0,63.44,62.1,2015-09-12 22:00:00+02:00,294.47200000000004,288.03999999999996,298.55,1012.2,65.6,2.0,110.0,0.0,0.0,0.0,27.0,801.2,13488.0,17543.0,0.43466211208146693
2015-09-12 21:00:00,538.0,926.0,7605.0,6999.0,429.0,33.0,684.0,1029.0,6086.0,87.0,76.0,13.0,260.0,3387.0,6.0,3378.0,29608.0,28945.0,60.0,58.78,2015-09-12 23:00:00+02:00,293.724,287.396,297.616,1013.0,72.0,2.0,144.0,0.0,0.0,0.0,23.0,801.0,11846.0,16306.0,0.4207871554418869
2015-09-12 22:00:00,513.0,453.0,3752.0,3869.0,323.0,525.0,606.0,1286.0,6889.0,77.0,67.0,291.0,255.0,4960.0,205.0,4994.0,23376.0,23698.0,59.31,64.46,2015-09-13 00:00:00+02:00,293.198,287.06,297.128,1012.6,74.8,1.8,169.8,0.0,0.0,0.0,23.0,801.0,15137.0,8729.0,0.6342495600435767
2015-09-12 23:00:00,524.0,277.0,3690.0,2915.0,324.0,892.0,618.0,1304.0,6886.0,77.0,67.0,192.0,246.0,5780.0,89.0,5696.0,22079.0,22231.0,55.69,61.93,2015-09-13 01:00:00+02:00,292.728,286.55,296.706,1012.8,75.0,1.8,263.4,0.0,0.0,0.0,23.0,801.0,16263.0,7529.0,0.683549092131809
